"id";"title";"description";"cached_votes_up";"created_at";"retired_at"
"37462";"Acera solo para peatones";"<p>Es una evidencia que no se puede caminar tranquilamente por aceras, parques, etc de Madrid. Los patinetes y bicicletas eléctricas invaden constante e impunemente las zonas peatonales, con el consiguiente peligro y estrés para los viandantes, que son los usuarios de la vía pública más vulnerables y ecológicos.</p><p>Según la normativa de la Dgt y la ordenanza de movilidad de Madrid, deberían circular por la carretera o carril bici porque son vehículos pero, en la práctica, circulan por las aceras.</p><p>Constituyen un potencial peligro en la vida diaria de todos, especialmente, de personas mayores, invidentes, niños</p><p>Por todo ello, es imprescindible para la óptima convivencia de todos los madrileños el control de estos infractores por parte de la Policía Municipal, a quien en varias ocasiones he acudido a preguntar sobre la prohibición de circular estos vehículos por aceras y NO me han sabido/querido contestar.</p><p>Al resto de vehículos se les sanciona cuando incumplen la normativa vigente. En cambio a los vehículos de movilidad personal se les permite infringir reiteradamente y sin consecuencias la regulación al respecto. Los peatones estamos indefensos y nuestros derechos son vulnerados debido a la invasión de aceras y demás espacios peatonales por vmp's, </p><p> </p>";"9";"14/02/2025";""
"37463";"Ocupación en el Parque Agustin Rodriguez Sahagun";"<p>Propongo el desalojo y limpieza del Parque Agustin Rodriguez Sahagun en el Paseo de la Dirección encima o alrededor del recorrido del Canal Isabel II, en varios puntos.</p><p>Estos asentamientos son peligrosos por la acumulación de basura y residuos, que hacen peligrar la estructura del Canal de Isabel II, y degradan al parque Agustín Rodriguez Sahagún y a toda la zona del Paseo de la Dirección, proliferando las ratas y poniendo en peligro la zona, ya que en ellos se están haciendo fuegos con bombonas de butano. </p><p>Hay uno cerca de la Escuela Infantil del Paseo que puede traer insalubridad a la Escuela.</p><p>Ruego el desalojo por estar en un parque publico y encima de un bien protegido como es el antiguo Canal de Isabel II.</p><p> </p>";"18";"14/02/2025";""
"37464";"Reducir la acumulación de basura creado por indigentes en la vía pública";"<p>Estimados ciudadanos y ciudadanas,</p><p>La creciente presencia de personas sin hogar durmiendo a la intemperie en nuestras calles y la proliferación de campamentos improvisados de cartón y colchones viejos representan un desafío significativo para nuestra comunidad. Este fenómeno no solo genera una degradación visual del entorno urbano, sino que también contribuye a la acumulación de suciedad y basura, afectando la higiene pública. </p><p>Es muy evidente en las calles, plazas y espacios públicos del centro de  la ciudad e incluso en el aeropuerto de Adolfo Suárez Barajas. Afecta negativamente a la imagen de Madrid y este fenómeno aleja a visitantes y turistas. Muchas personas reportan sentir inseguridad al transitar junto a estos campamentos de cartón y basura, especialmente niños, personas mayores y mujeres en calles transitadas o zonas residenciales, lo que resalta la necesidad de tomar medidas urgentes y efectivas. </p><p>Nuestra ciudad, como capital, debe ser un referente de orden, limpieza y respeto por la dignidad humana. Por ello, propongo un plan para abordar esta problemática desde una perspectiva social, legal y urbana, buscando un equilibrio entre la protección de los derechos humanos y el bienestar general de los ciudadanos. Para abordar el problema, se propone lo siguiente:</p><p><strong>1. Cambios en la legislación local</strong></p><p>- No se debe permitir la acumulación de basura y enseres en la calle por parte de nadie. Por eso se propone modificar las normativas actuales para permitir a las fuerzas municipales a desmantelar campamentos improvisados de manera eficiente y respetuosa, cosa que actualmente no ocurre.</p><p><strong>2. Refuerzo de la efectividad de los servicios de limpieza y desinfección</strong></p><p>- Implementar un programa continuo de limpieza que actúe de manera aleatoria e inmediata en las zonas afectadas para retirar basura acumulada y desinfectar el área. </p><p><strong>3. Apertura de refugios permanentes y refuerzo de programas de reinserción</strong></p><p>- Crear refugios municipales con capacidad suficiente para acoger a las personas sin hogar, garantizando servicios básicos como alimentos, duchas y atención médica. </p><p>- Desarrollar programas de reinserción laboral y social que ayuden a estas personas a recuperar su autonomía y dignidad. </p><p>Pido a los ciudadanos para que respalden estas iniciativas en favor de una ciudad más segura, limpia y justa para todos. </p>";"1";"14/02/2025";""
"37465";"Crear PISTAS DE SQUASH en instalaciones Deportvas";"<p>De cara a las proximas olimpiadas y si queremos sacar deportistas olimpicos madrileños, urge la creacion de mas pistas de Squah ya que apenas en madrid no pasa de 4 pistas municipales donde se pueda entrenar, seria una gestion inolvidable para la actual administracion hacer un hito con respecto a este deporte.</p>";"0";"14/02/2025";""
"37466";"Parking en superficie plaza Ensidesa";"<p>Se propone crear un parking en superficie enfrente de la plaza de Ensidesa, entre la calle y el muro de separación con la quinta de torre arias.Entre semana entre vecinos, el colegio e instituto Marqués de Suanzes y los trabajadores del polígono colindante, hay problemas serios de aparcamiento. </p>";"4";"14/02/2025";""
"37467";"Ampliar aceras Bravo Murillo + árboles y espacio para el peatón y - tráfico";"<p>Bravo Murillo, entre Cuatro Caminos y Plaza de Castilla, es una de las calles con mayor densidad de peatones resultando en momentos de imposibilidad de tránsito. Sobre todo en entorno de obstáculos (salidas de metro, kioskos, terrazas hostelería, salida de ambulatorio, del mercado, etc). Bravo Murillo, entre Cuatro Caminos y Plaza de Castilla, merece recualificarse al nivel del resto de la calle Bravo Murillo, o como ocurrió en la calle Fuencarral, con ensanchamiento de aceras, mobiliario urbano, nuevo arbolado, carril bus, etc. Es importante en puntos de gran afluencia (mercados, centros salud, edificios institucionales) y es conveniente, por el efecto de mejoría urbana que supondría para la actividad económica del eje, como de las calles transversales a lo largo de todo el eje.</p>";"22";"14/02/2025";""
"37468";"Revitalización sostenible del área verde en Ensanche de Vallecas";"<p>Propongo la transformación integral del área verde situada entre la calle de Eduardo Chillida, la calle de la Escuela de Vallecas y la Avenida de Cerro Milano, en el Ensanche de Vallecas.</p><p>Actualmente, el espacio se encuentra seco y poco cuidado y los vecinos suelen transitar por él dañando el césped y limitando su potencial como lugar de encuentro.</p><p>La idea es revitalizar este entorno con más vegetación y césped renovado, un sistema de riego eficiente que utilice agua de lluvia regenerada y paneles solares para cubrir sus necesidades energéticas, haciendo el proyecto económicamente viable y respetuoso con el medio ambiente. Se podrían renovar los bancos, replantar árboles y especies autóctonas, crear una nueva zona de juegos para niños y instalar un nuevo pavimento que evite el tránsito por el césped.</p><p>Además, la incorporación de una pequeña fuente y zonas de sombra convertirá este espacio en un auténtico oasis urbano para disfrutar del aire libre.</p><p>Esta propuesta mejorará la calidad de vida de la creciente comunidad de los edificios cercanos y de todo el barrio, ofreciendo un espacio seguro, acogedor y sostenible para el ocio, la lectura, el encuentro y el juego.</p><p>¡Espero que se considere para que juntos transformemos nuestro entorno!</p>";"5";"14/02/2025";""
"37469";"Humanización Concepción Bahamonde";"<p>Se sugiere, como propuesta de mejora, la humanización de la calle Concepción Bahamonde:</p><ul><li>igualando las alturas de aceras y calzada, mediante la creación de una plataforma única para vehículos y peatones;</li><li>suprimiendo las plazas de estacionamiento en superficie;</li><li>y dando cabida a zonas ajardinadas que hagan más acogedor el espacio ganado en beneficio de los peatones. </li></ul><p>En la actualidad, la circulación de vehículos por Concepción Bahamonde se limita, fundamentalmente, a la búsqueda de alguna plaza de aparcamiento libre en la propia calle (de las 9 que hay).</p><p>El sentido de circulación de las calles adyacentes obliga a que, para entrar en la calle, los vehículos hayan de incorporarse necesariamente desde el Paseo del Marqués de Zafra; y a que, para salir de la calle, hayan de regresar nuevamente al Paseo del Marqués de Zafra, como si de una vía de servicio se tratase, pero sin servicio real. </p><p>Un camino a ninguna parte para los coches, que no aporta valor significativo a la red viaria urbana.</p>";"3";"15/02/2025";""
"37470";"Seguridad peatonal  C/ Ofelia Nieto";"<p>Esta calle tiene mucho tráfico y tiene una pendiente prolongada por lo que bajan los coches a unas velocidades muy altas, solo hay un paso de peatones al principio y otro en cruce con C/ Villamil, existiendo en medio un semáforo que para el paso de peatones hay que activarlo. Por ello propongo que se pongan unos badenes disuasorios a lo largo de la misma y varios pasos de peatones señalizados.</p>";"10";"15/02/2025";""
"37471";"Utilización Auditorium juan Carlso I";"";"1";"15/02/2025";""
"37472";"Instalaciones parque entere Calles Antonio Diaz Canabate y Jesus Aprendiz";"";"0";"16/02/2025";""
"37473";"Cumplimiento de la normativa municipal en el parque emperatriz maría de austria";"";"8";"16/02/2025";""
"37474";"Construcción  de Complejo polideportivo Paseo Olivos, solar Piscina Miami ";"<p>Van a construir más viviendas en la zona Ermita del Santo , Calle Sepúlveda </p><p>Más viviendas!!!!</p><p>Y qué pasa con los servicios deportivos y recreativos  en la zona ?</p><p>Privarán de los servicios del  Gimnasio Paidsport a los vecinos  cuando derriben  el edificio para  construir las nuevas viviendas . Es un gimnasio al  que  va  mucha gente de la zona!!!</p><p>Solicito la  construcción de un gran complejo  polideportivo deportivo en el el solar de las antiguas piscinas Miami!</p><p> Unas grandes  instalaciones deportivas que mejoren  la calidad de vida de los residentes  de la zona en ese solar que está  vacío hace muchísimos años, donde ya había una piscina!</p><p>No es solamente construir casas y especular con los  terrenos.</p><p>Demolición de gimnasios, piscinas!!!</p><p>Es necesario mejorar  los servicios  deportivos y calidad de vida para los  vecinos de Los Cármenes y Puerta del Ángel!</p><p>Cuánto más tiempo se va tener ese solar vacío?</p><p>Dénle un uso útil al solar!!!</p><p> </p>";"26";"16/02/2025";""
"37475";"Reducción precios alquiler";"<p>Hay un número considerable de funcionarios , que viven en Madrid, que desearían vivir de una manera menos estresante y más cercana a ambientes naturales. </p><p>Se podría facilitar viviendas en pueblos de la Comunidad y que pudieran trabajar desde su nuevo domicilio. Acogerse a esta opción supondría un  mayor poder adquisitivo para el funcionario y su familia.</p><p>En caso de que tuviera casa propia en la capital, el ayuntamiento podría asegurarle unos ingresos por alquiler de su vivienda y la seguridad de que, en caso de impago, el consistorio le asegura esos ingresos.</p><p>Se estaría actuando en dos grandes problemad actuales, la vivienda de alquiler más económica al liberarse algunas y, la despoblación rural.</p>";"0";"16/02/2025";""
"37476";"basuras";"";"4";"17/02/2025";""
"37477";"CIVISMO Y LIMPIEZA EN LA CIUDAD";"<p>Hay muchas personas que escupen en las calles y hasta desde las ventanas de sus casas, tiran latas, comida y objetos por las ventanas e incluso escupen desde ellas.  Muchas personas en la zona de Pradolongo no recogen las heces de sus perros ni limpian el orin, también llevan los perros sin atar.</p><p>Hay muchas esquinas en Usera donde depositan las basuras y esto es insaluble, sobre todo en verano por los olores   y bichos que generan .</p><p>Del mismo modo que vigilan continuamente la zona SER, se podría vigilar las calles y estas custiones que estoy describiendo.</p>";"14";"17/02/2025";""
"37478";"Conectar mediante autobús Valdebebas y Barajas";"<p>No hay excusas para no mejorar la conexión de Valdebebas con otro barrio como es Barajas, pudiendo hacerse fácilmente mediante Bus, o Bus Rápido. Puede beneficiar a mucha gente de ambos distritos, en especial teniendo en cuenta las nuevas infraestructuras en marcha en Valdebebas, como el Intercambiador, etcétera. Se trata de 2 distritos paralelos, fácilmente conectables, y relativamente cercanos entre sí, pero actualmente en situación de aislamiento uno de otro, por carreteras, etcétera.</p>";"1";"17/02/2025";"2025-02-17 17:54:22 +0100"
"37479";"Conectar por autobús de la Emt Barajas (pueblo) con Valdebebas";"<p>El barrio de Barajas (pueblo) se encuentra actualmente en situación de relativo aislamiento, al estar rodeado por carreteras. De momento, no hay nuevas medidas que lo conecten con otros barrios de desarrollo paralelo, como por ejemplo Valdebebas, lo que es incomprensible. Ya que actualmente hay otras líneas de autobús que parten desde Barajas, pero la mayoría de ellas van hacia el centro.</p><p>Por lo que se propone la creación de una nueva línea de la Emt conectando Barajas con Valdebebas. Alternativamente, de no poder crearla, se podría estudiar que la línea 166 actual, dirigida al hospital Ramón y Cajal, haga alguna parada al menos en Valdebebas, lo que supondría un mínimo desvío respecto a su recorrido actual. Esto no sólo facilitaría el acceso a Valdebebas, sino también las conexiones con los buses que pasan por allí.</p>";"10";"17/02/2025";""
"37480";"Mejora del Tránsito y la Convivencia en la Calle Vía Límite";"<p>Esta propuesta busca implementar mejoras concretas para aumentar la seguridad y la convivencia vial en la calle Vía Límite, una zona residencial con viviendas familiares y  parques infantiles cercanos.</p><h3><strong>Propuestas para una calle más segura:</strong></h3><ul><li><strong>Aceras más amplias:</strong> Espacios seguros y accesibles para peatones, especialmente niños y personas mayores.</li><li><strong>Badenes reductores de ruido:</strong> Reductores de velocidad efectivos que minimicen el impacto sonoro para los vecinos y la alta velocidad que llevan los coches en esta calle. </li><li><strong>Pasos de peatones estratégicos:</strong> Ubicados en zonas clave, como accesos al parque y cruces principales y sin estar cerca de curvas de poca visibilidad. </li><li><strong>Semáforos inteligentes:</strong> Dispositivos que se activen al detectar vehículos que superen los 20 km/h, fomentando el respeto al límite de velocidad.</li></ul><p>Estas acciones contribuirán a crear un entorno más seguro y agradable para toda la comunidad.</p>";"4";"17/02/2025";""
"37481";"Conectar Sanchinarro con Barajas (pueblo) mediante autobús EMT";"<p>Esta propuesta es facilitar la conexión de Sanchinarro con Barajas (pueblo) mediante una línea de la EMT que idealmente pasara, al menos, por el entorno de la estación de Renfe de Fuente de la Mora. Actualmente ya existe el llamado Bus Rápido que pasa por Sanchinarro, pero no llega a Barajas (pueblo).</p>";"6";"17/02/2025";""
"37482";"Conectar Sanchinarro con Ifema";"<p>La propuesta es la creación de una línea de autobús de la Emt para el trayecto entre Sanchinarro y Renfe Fuente de la Mora y la estación de Metro de Feria de Madrid"" (Campo de las Naciones) en Ifema.</p>""";"7";"17/02/2025";""
"37483";"Circuito de skate";"";"3";"18/02/2025";""
"37484";"Car Sharing";"";"7";"18/02/2025";""
"37485";"Barrios nueva construcción: Carril Bici en todas las calles";"";"8";"18/02/2025";""
"37486";"Creación instalación deportiva básica en pistas de Petanca del parque Calero";"<p>El parque Calero cuenta con 10 pistas de Petanca. Los miembros de la A. D. Alegría, club de Petanca del barrio, las usan para entrenar y, en ocasiones, jugar torneos federados. El club participa en los torneos oficiales que organiza la Federación Madrileña de Petanca, siendo uno de los clubes más antiguos en el ámbito comunitario.</p><p>El asunto más grave que nos encontramos es la falta de baños y aseos donde los socios del club y los jugadores de otros clubes que puedan venir a participar en torneos o jornadas de Liga, puedan utilizar. Somos personas, mujeres y hombres, algunos de cierta edad, que practican deporte de manera federada, y que tienen que aguantarse las ganas de orinar durante sus entrenamientos ya que las instalaciones deportivas en las que practican su deporte no disponen de aseos. Esto no pasaría en ningún deporte y en ningún club federado del distrito. En Petanca y en el parque Calero sí ocurre. El tema es grave.</p><p>Las instalaciones actuales, al encontrarse abiertas al tránsito de las personas como el resto del parque, se ven deterioradas y  no presentan unas condiciones óptimas para practicar un deporte federado. Imaginen un club de fútbol o Baloncesto, por poner unos ejemplos, en el que los ciudadanos tuvieran acceso indefinido a sus instalaciones, es más, imaginen que lo hacen paseando a sus perros y estos destrozan las instalaciones o se hacen caca allí. Esto ocurre en la Petanca y en las pistas del parque Calero. Nunca le ocurriría a ningún otro club del barrio, independientemente del deporte que se practique.</p><p>A su vez, hay otras circunstancias que dificultan la realización de entrenamientos de calidad y la celebración de torneos oficiales. Una de ellas es el alumbrado deficiente de las pistas deportivas. Tampoco ocurriría en ningún otro deporte, pero en la Petanca y en las pistas de nuestro parque sí ocurre. Hay unos focos pero alumbran poco y mal. Los socios del club de Petanca se ven en la imposibilidad de llevar a cabo entrenamientos una vez se oscurece la tarde.</p><p>Otra mejora a llevar a cabo es el marcado de las pistas de Petanca. Tienen que tener una cuerda que delimite el perímetro de la pista. No vale con las maderas actuales. Es una norma de la Federación Española de Petanca que en nuestro caso no se cumple porque no se puede poner cuerdas en un parque público donde pasa gente. Imaginen un campo de fútbol que no tuviera sus líneas marcadas y que tuviera que estar todos los días de partido marcando y desmarcando el campo para poder jugar correctamente. Imposible pero en Petanca sí ocurre.</p><p> </p>";"13";"18/02/2025";""
"37487";"Aparcamiento municipal en Palomeras Sureste";"<p>Es necesaria la construcción de un aparcamiento municipal en el barrio de Palomeras Sureste. Hay muchas viviendas antiguas en que no tienen garajes y últimamente se están ampliando muchas aceras quitando espacio de aparcamiento, por lo que aparcar en la calle cada vez se hace más complicado. Un aparcamiento municipal daría solución a esta problemática ya que en todo el distrito no hay ni un solo aparcamiento municipal, cuando otros distritos cuentan con varios.</p>";"7";"18/02/2025";""
"37488";"Intercambiador de la estación de Ciudad Lineal";"<p>En la confluencia de Cl Alcalá con Cl Arturo Soria existe un espacio caracterizado por las paradas de varias líneas de autobús en superficie. Es por ello que la construcción de un intercambiador en la zona podría hacer factible una mejoría de la circulación de los vehículos que pasan por allí. Facilitaría el acceso a las líneas de autobús y a la de Metro. Podría ser valorable añadir también en el mismo paradas de aquellos autobuses provinientes del este de Madrid que se detienen en la zona cercana de Cl Hermanos García Noblejas. De similar forma al llamado intercambiador de Conde de Casal, ya en construcción, esto serviría para dinamizar la zona y el tráfico, facilitando también el acceso a los comercios.</p>";"12";"18/02/2025";""
"37489";"Intercambiador de transportes para la estación de Metro de Barajas";"<p>Se propone la construcción de un nuevo intercambiador de transportes en la estación de Metro de Barajas.</p><p>Es una zona donde se juntan las paradas de diversas líneas de autobuses tanto de la EMT (con inicio y final de trayecto allí), así como varias líneas interurbanas.</p><p>Hay bastante tráfico diario de viajeros que entran y salen de la estación, agolpándose en las estrechas aceras, así como turistas, viajeros del aeropuerto, etcétera.</p><p>Esto serviría para aliviar todo el tráfico que pasa por la Avda de Logroño allí en Barajas, con la circulación constante de dichos autobuses.</p>";"6";"18/02/2025";""
"37490";"Espejo circulación calle Fornillos";"";"4";"18/02/2025";""
"37491";"Zona infantil Felipe II";"<p>En la plaza Felipe II De Goya (Plaza Salvador Dalí) hay dos <strong>zonas infantiles muy inseguras</strong> para los menores debido al deterioro, son antiguas, están mal diseñadas y comparte espacio con unas estructuras de piedra que supongo se pretendían que fuesen decorativas pero no pueden estar más feas y deterioradas y no aportan ningún valor.  Se propone <strong>redisenar por completo los espacios y construir parques infantiles modernos y seguros, </strong> adaptados al gran volumen de niños, divertidos, y que puedan convivir en armonía con los otros usos que se da a la plaza (zona de conciertos, zona comercial, bares, restaurantes, turismo)</p>";"0";"18/02/2025";""
"37492";"Ampliación acera Calle Garcilaso por Guardería";"<p>Ampliación de la acera de la calle garcilaso, al menos a la altura de la guardería ""Pekosos"""". Es muy estrecha, es muy tedioso tanto para los padres cuando recogen a los menores como para los peatones que tienen que transitar por ahí.</p>""";"1";"19/02/2025";""
"37493";" Mierda y Basura a tope, en calle Villasandino, 27 Batán Madrid.";"";"2";"19/02/2025";"2025-04-28 10:14:27 +0200"
"37494";"Cambio de sentido Calle Quintapalla";"<p>Con el cambio de sentido en la Calle Quintapalla desaparecen los atascos que se producen en la Calle de la Foresta debido al la sobrecarga de tráfico que esta soporta a la salida de los trabajadores de la Ciudad del BBVA, el resto de las Calles son de acceso a Foresta y ninguna de salida  salvo por el principio de la misma y por la rotonda del final y a ella se vuelcan los vehículos de un Ahorramás, un Aldi, el Maxichina y los del BBVA.</p>";"0";"19/02/2025";""
"37495";"Bajar ruido de mercadillo de Avenida de Asturias";"<p>En el cruce de Conde de Serrallo y Avenida de Asturias hay puestos que están muy cerca de viviendas. De toda la Avenida este sitio es el más cercano entre puestos y casas. Además, precisamente ahí se reúnen varios vendedores que compiten en quien grita más. De todo el mercadillo, esta zona es la más ruidosa por los gritos de vendedores. </p><p>Se  propone que se recomiende a dichos vendedores bajar sus gritos.</p><p>Se propone que el mercadillo comience a partir de dicho cruce hacia abajo, y que no se inicie en el inicio de dicha Avenida, justo en la Plaza Castilla. </p>";"0";"20/02/2025";""
"37496";"Cambio de nombre";"<p>Cambiar el nombre al Ensanche de Vallecas. Quizá llamarlo La Gavia o cualquier otro que no haga alusión a Vallecas.""</p>""";"4";"20/02/2025";""
"37497";"Ampliación y renovación plaza Chamberí ";"";"3";"20/02/2025";""
"37498";"Vandalismo y basuras en Calle Villasandino. 27 Batán.";"";"2";"20/02/2025";"2025-04-28 10:13:12 +0200"
"37499";"Terminación del Parque de la Cuma Verde de Odonell. Ultimas fases.";"";"10";"21/02/2025";""
"37500";"Terminación del Parque lineal A-3";"";"4";"21/02/2025";""
"37501";"Apertura de colegios Públicos/Privado en el  (Cañaveral) Distrito de Vicálvaro";"";"6";"21/02/2025";""
"37502";"Excrementos perros";"<p>Limpieza de excrementos (sólidos y líquidos) de perros. Financiación del programa a través de la imposición de una tasa a los propietarios de perros. Sanciones mediante sistema de detección de propietarios de perros a través de análisis aleatorios de ADN en heces</p>";"14";"21/02/2025";""
"37503";"Terrazas";"";"1";"21/02/2025";""
"37504";"Parque infantil ";"<p>El parque infantil de la calle Virgen de la Alegría cerca del metro el Carmen es muy anticuado y poco adaptado. La zona está muy desaprovechada. También hay que poner zona de mascotas. En esta zona viven muchos vecinos que se podrían beneficiar de esta medida.</p>";"4";"21/02/2025";""
"37505";"Accesibilidad y seguridad - Plaza Puerto Urquiola - Poblado Dirigido Orcasitas";"<p>1. Introducción</p><p>La Plaza del Puerto de Urquiola es un espacio de encuentro para la comunidad, pero su estado actual dificulta su uso diario. La falta de pavimentación genera un terreno inestable y desniveles en los accesos, ya que no existe ninguna entrada sin bordillo. Además, la zona de ejercicios para mayores presenta un borde sobresaliente poco visible, aumentando el riesgo de tropiezos. Esta propuesta busca mejorar la accesibilidad y seguridad de la plaza sin alterar sus áreas verdes.</p><p>2. Problemáticas detectadas</p><p>Terreno sin pavimentar: La superficie de tierra genera irregularidades que dificultan el tránsito, especialmente para personas mayores y con movilidad reducida.</p><p>Accesos con desniveles: No hay ninguna entrada a la plaza sin bordillos, lo que limita la accesibilidad.</p><p>Peligro de caídas en la zona de ejercicios para mayores: Un bordillo sobresaliente y del mismo color que la tierra hace difícil su identificación, aumentando el riesgo de tropiezos.</p><p>Zonas de tránsito sin adoquinar: La mayor parte de la plaza, que rodea tanto el parque infantil como la zona de ejercicios para mayores, carece de pavimentación adecuada.</p><p>3. Propuesta de mejoras</p><p>Adoquinado de las zonas de tránsito, que abarcan la mayor parte de la plaza y rodean las áreas de ejercicio y juego.</p><p>Revisión y recolocación de bordillos en toda la plaza para mejorar la accesibilidad y la señalización.</p><p>Eliminación o señalización del bordillo sobresaliente en la zona de ejercicios para mayores, para evitar tropiezos.</p><p>Mantenimiento continuo del parque infantil.</p><p>4. Beneficios esperados</p><p>Mayor accesibilidad y seguridad para todos los vecinos, especialmente personas mayores y con movilidad reducida.</p><p>Reducción del riesgo de caídas y lesiones.</p><p>Conservación de las zonas verdes sin alteraciones.</p><p>Mejora del uso y funcionalidad de la plaza.</p><p>Mayor seguridad en los espacios de tránsito y ejercicio.</p><p>5. Conclusión</p><p>La Plaza del Puerto de Urquiola necesita mejoras urgentes para garantizar su seguridad y accesibilidad. Se solicita al Ayuntamiento de Madrid que valore esta propuesta y actúe en beneficio de la comunidad.</p>";"3";"22/02/2025";""
"37506";"Instalación de pantallas anti ruido en el Parque Lineal del Manzanares ";"<p>El Parque Lineal del Manzanares sufre una gran contaminación acústica especialmente en las zonas que lindan con el enlace M 30 - M 40 y la carretera de  Andalucia. También sería conveniente su instalación en el enlace de este parque y Madrid Rio, ya que el paseo por la plataforma de madera junto a la M 30 es bastante insufrible por el ruido del tráfico.</p>";"1";"22/02/2025";""
"37507";"Pasarela sobre el Río c/ Vado- Antonio López, 193)";"<p>Se propone la mejora o sustitución dela pasarela sita a la altura del 193 de la c/ Antonio López- c/ Vado, que se encuentra en un estado lamentable, es muy antigua, carece de condiciones de seguridad al tener un diseño anticuado, con poca iluminación, muy mal estado de conservación y falta de visibilidad, todos estos condicionantes impiden que. Los vecinos  la utilicemos para comunicar  los barrios de Almendrakes y Legazpi que une.</p><p>El acceso en el lado de Usera carece de pavimentación embarrándose cada vez que llueve. Y el suelo de la pasarela no está tratado. La pasarela está siempre sucia, con restos de botellas y latas.</p>";"0";"23/02/2025";""
"37508";"Mejora conexión m21 con m40";"";"3";"23/02/2025";""
"37509";"Plenilunio accesos";"";"3";"23/02/2025";""
"37510";"Nuevo centro salud Colonia fin de semana";"";"4";"23/02/2025";""
"37511";"Ascensor Estación Príncipe Pio por Paseo del Rey";"<p>Una estación con tanta afluencia de gente debiera tener un acceso que facilite que las personas con movilidad reducida puedan acceder desde el paseo del Rey. Actualmente hay una escalera larga que conduce a una escalera eléctrica. He visto personas en sillas de ruedas que deben rodear toda la estación hasta el Paseo De La Florida para poder entrar alargando su recorrido en casi 10 minutos.</p>";"0";"23/02/2025";""
"37512";"Parking";"<p>Parking municipal en Arroyo Fontarrón </p>";"4";"23/02/2025";""
"37513";"Modificación licencias de Ocio Nocturno";"";"2";"24/02/2025";""
"37514";"BUS desde el POZO  a PUENTE DE VALLECAS  paralelo a vías del tren";"";"9";"24/02/2025";""
"37515";"Zona verde/parque en gasolinera sin uso Fátima-Guabairo";"<p>Desde 2020 la gasolinera situada entre las calles Guabairo y Nuestra Senora de Fátima está abandonada sin uso. Sería interesante que ese terreno tan bien situado, se usara como zona verde, parque infantil, etc y no mantener ese esqueleto de gasolinera sin uso, que contiene seguro materiales tóxicos (mínimo restos de combustible) y que afea tanto el paisaje.</p>";"10";"24/02/2025";""
"37516";"Bancos ";"";"2";"24/02/2025";""
"37517";"Peatonalización Calle PONCE DE LEÓN";"";"2";"24/02/2025";""
"37518";"Poner bolardos en las rampas nuevas  de las plazas  de minusválidos";"<p>Se han realizado obras en algunas plazas de minusválidos, donde han colocado rampas en el arcén, para que lo discapacitados puedan bajar con la silla de ruedas, pero, es un peligro que tienen dichas rampas para los  usuarios del  resto de los coches, ya que el bordillo, muchas veces  no se ven bien y dificultan  y obstaculizan, que se realice bien la maniobra de aparcar o   desaparcar  tu coche, e incluso por las noches, estos bordillos no se  ven bien y un coche que circule por esas calles, puede dar con las ruedas  con ellos y `producirse un accidente, <strong>por lo que propongo, se pongan bolardos para indicar que hay un bordillo, en el lateral que da a la calle , así como también en el  lateral que queda en la zona de aparcamiento de los coches. </strong></p>";"0";"24/02/2025";""
"37519";"ZONA SER ZOFIO -COLONIA DE LOS CEREALES";"<p>Desde la implantación del SER en algunas zonas de Usera, el barrio del Zofio incluyendo la colonia de los Cereales, se ha convertido en un parking de furgonetas y vehículos de paso , que no permite aparcar a los residentes de esta zona. Ademas, muchas veces el aparcamiento de estos vehículos es en zonas que están prohibidas por el código de circulación y ordenanza Movilidad  para la ciudad de Madrid(aceras,pasos de cebra,esquinas,etc). </p><p>Por lo anteriormente expuesto, propongo que la zona descrita en el titulo de la propuesta, sea declarada también zona SER para que los residentes de esta zona puedan aprcar.</p>";"0";"24/02/2025";""
